gene_symbol,aliases,ENSG_ID,collision_symbol,source
DUX4L1,DUX10|DUX4,ENSG00000280757,DUX4,NCBI
DUX4L2,DUX4,ENSG00000280457,DUX4,NCBI
LOC107987485,DUX10|DUX4,,DUX4,NCBI
DVL1,DRS2|DVL|DVL1L1|DVL1P1,ENSG00000107404,DVL,NCBI
DVL1P1,DSH|DVL|DVL-22|DVL1|DVL1L1|DVL4,,DVL,NCBI
DVL1P1,DSH|DVL|DVL-22|DVL1|DVL1L1|DVL4,,DVL1L1,NCBI
DVL1,DRS2|DVL|DVL1L1|DVL1P1,ENSG00000107404,DVL1L1,NCBI
RPL10,AUTSX5|DXS648|DXS648E|L10|MRXS35|NOV|QM|uL16,ENSG00000147403,DXS648E,NCBI
SNORA70,DXS648E|RNU70|U70,ENSG00000207165,DXS648E,NCBI
TH,DYT14|DYT5b|TYH,ENSG00000180176,DYT14,NCBI
GCH1,DYT14|DYT5|DYT5a|GCH|GTP-CH-1|GTPCH1|HPABH4B,ENSG00000131979,DYT14,NCBI
ANO3,C11orf25|DYT23|DYT24|GENX-3947|TMEM16C,ENSG00000134343,DYT23,NCBI
CACNA1B,BIII|CACNL1A5|CACNN|Cav2.2|DYT23|NEDNEH,ENSG00000148408,DYT23,NCBI
SNORA73A,E1|E1-7|E1b|RNE1|RNU17A|U17A,ENSG00000274266,E1,NCBI
BCHE,BCHED|CHE1|CHE2|E1,ENSG00000114200,E1,NCBI
ENOPH1,E1|MASA|MST145|mtnC,ENSG00000145293,E1,NCBI
DLAT,DLTA|E2|PBC|PDC-E2|PDCE2,ENSG00000150768,E2,NCBI
CST12P,Cst|Ctes4|E2,ENSG00000226344,E2,NCBI
SNORD12C,E2|E2-1|E3|RNU106|SNORD106|U106,ENSG00000209042,E2,NCBI
SNORA62,E2|E2-1|RNE2|RNU108,ENSG00000202363,E2,NCBI
DBT,BCATE2|BCKAD-E2|BCKADE2|BCKDH-E2|BCOADC-E2|E2|E2B,ENSG00000137992,E2,NCBI
SNORD12C,E2|E2-1|E3|RNU106|SNORD106|U106,ENSG00000209042,E2-1,NCBI
SNORA62,E2|E2-1|RNE2|RNU108,ENSG00000202363,E2-1,NCBI
SNORA63,E3|E3-2|RNE3|RNU107|SNORA63A|elF-4AII,ENSG00000200320,E3,NCBI
ALDH9A1,ALDH4|ALDH7|ALDH9|E3|TMABA-DH|TMABADH|TMABALDH,ENSG00000143149,E3,NCBI
DLD,DLDD|DLDH|E3|GCSL|LAD|OGDC-E3|PHE3,ENSG00000091140,E3,NCBI
SNORD12C,E2|E2-1|E3|RNU106|SNORD106|U106,ENSG00000209042,E3,NCBI
UBE4A,E4|NEDHMS|UBOX2|UFD2,ENSG00000110344,E4,NCBI
UBE4B,E4|HDNB1|UBOX3|UFD2|UFD2A,ENSG00000130939,E4,NCBI
GABPAP,E4TF1|E4TF1B|GABPB1,,E4TF1,NCBI
GABPB1,BABPB2|E4TF1|E4TF1-47|E4TF1-53|E4TF1B|GABPB|GABPB-1|GABPB2|NRF2B1|NRF2B2,ENSG00000104064,E4TF1,NCBI
GABPAP,E4TF1|E4TF1B|GABPB1,,E4TF1B,NCBI
GABPB1,BABPB2|E4TF1|E4TF1-47|E4TF1-53|E4TF1B|GABPB|GABPB-1|GABPB2|NRF2B1|NRF2B2,ENSG00000104064,E4TF1B,NCBI
KCNA1,AEMK|EA1|HBK1|HUK1|KV1.1|MBK1|MK1|RBK1,ENSG00000111262,EA1,NCBI
CD69,AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3,ENSG00000110848,EA1,NCBI
IRF2BPL,C14orf4|EAP1|NEDAMSS,ENSG00000119669,EAP1,NCBI
PTTG1,EAP1|ECRAR|HPTTG|PTTG|TUTR1,ENSG00000164611,EAP1,NCBI
EXOSC7,EAP1|RRP42|Rrp42p|hRrp42p|p8,ENSG00000075914,EAP1,NCBI
DAXX,BING2|DAP6|EAP1|SMIM40,ENSG00000204209,EAP1,NCBI
TDP2,AD022|EAP2|EAPII|TTRAP|dJ30M3.3|hTDP2,ENSG00000111802,EAP2,NCBI
EXOSC8,CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9,ENSG00000120699,EAP2,NCBI
MAPRE2,CSCSC2|EB1|EB2|RP1,ENSG00000166974,EB1,NCBI
MAPRE1,EB1,ENSG00000101367,EB1,NCBI
COX7A2L,COX7AR|COX7RP|EB1|SCAF1|SCAFI|SIG81,ENSG00000115944,EB1,NCBI
ANKS1B,AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2,ENSG00000185046,EB1,NCBI
KCNQ2,BFNC|DEE7|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2,ENSG00000075043,EBN,NCBI
CHRNA4,BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4,ENSG00000101204,EBN,NCBI
KCNQ2,BFNC|DEE7|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2,ENSG00000075043,EBN1,NCBI
CHRNA4,BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4,ENSG00000101204,EBN1,NCBI
GLB1,EBP|ELNR1|MPS4B,ENSG00000170266,EBP,NCBI
SH3D19,EBP|EVE1|Eve-1|Kryn|SH3P19,ENSG00000109686,EBP,NCBI
PLEC,EBS1|EBS5A|EBS5B|EBS5C|EBS5D|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|LGMDR17|PCN|PLEC1|PLEC1b|PLTN,ENSG00000178209,EBS1,NCBI
KRT14,CK14|EBS1|EBS1A|EBS1B|EBS1C|EBS1D|EBS3|EBS4|K14|NFJ,ENSG00000186847,EBS1,NCBI
KRT5,CK5|DDD|DDD1|EBS1|EBS2|EBS2A|EBS2B|EBS2C|EBS2D|EBS2E|EBS2F|K5|KRT5A,ENSG00000186081,EBS1,NCBI
DST,BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2,ENSG00000151914,EBS3,NCBI
KRT14,CK14|EBS1|EBS1A|EBS1B|EBS1C|EBS1D|EBS3|EBS4|K14|NFJ,ENSG00000186847,EBS3,NCBI
KRT14,CK14|EBS1|EBS1A|EBS1B|EBS1C|EBS1D|EBS3|EBS4|K14|NFJ,ENSG00000186847,EBS4,NCBI
EXPH5,EBS4|SLAC2-B|SLAC2B,ENSG00000110723,EBS4,NCBI
CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|FHA2|FHII|HALD2|LKPAT|clC-2,ENSG00000114859,ECA2,NCBI
GABRG2,CAE2|DEE74|ECA2|EIEE74|FEB8|GEFSP3,ENSG00000113327,ECA2,NCBI
FGF1,AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1,ENSG00000113578,ECGF,NCBI
TYMP,ECGF|ECGF1|MEDPS1|MNGIE|MTDPS1|PDECGF|TP|hPD-ECGF,ENSG00000025708,ECGF,NCBI
SCO2,CEMCOX1|ECGF1|Gliostatin|MC4DN2|MYP6|PD-ECGF|SCO1L|TP|TYMP|TdRPase,ENSG00000284194,ECGF1,NCBI
S1PR1,CD363|CHEDG1|D1S3362|ECGF1|EDG-1|EDG1|S1P1,ENSG00000170989,ECGF1,NCBI
TYMP,ECGF|ECGF1|MEDPS1|MNGIE|MTDPS1|PDECGF|TP|hPD-ECGF,ENSG00000025708,ECGF1,NCBI
HSP90B1,ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1,ENSG00000166598,ECGP,NCBI
GPATCH1,ECGP|GPATC1,ENSG00000076650,ECGP,NCBI
EPHA2,ARCC2|CTPA|CTPP1|CTRCT6|ECK,ENSG00000142627,ECK,NCBI
CTPP,ARCC2|CPP|CTPA|CTPP1|ECK,,ECK,NCBI
HBA1,ECYT7|HBA-T3|HBH|METHBA,ENSG00000206172,ECYT7,NCBI
HBA2,ECYT7|HBA-T2|HBH,ENSG00000188536,ECYT7,NCBI
EDARADD,CR|ECTD11A|ECTD11B|ED3|EDA3,ENSG00000186197,ED3,NCBI
EDAR,DL|ECTD10A|ECTD10B|ED1R|ED3|ED5|EDA-A1R|EDA1R|EDA3|HRM1,ENSG00000135960,ED3,NCBI
EDARADD,CR|ECTD11A|ECTD11B|ED3|EDA3,ENSG00000186197,EDA3,NCBI
EDAR,DL|ECTD10A|ECTD10B|ED1R|ED3|ED5|EDA-A1R|EDA1R|EDA3|HRM1,ENSG00000135960,EDA3,NCBI
IL5,EDF|IL-5|TRF,ENSG00000113525,EDF,NCBI
INHBA,EDF|FRP,ENSG00000122641,EDF,NCBI
S1PR1,CD363|CHEDG1|D1S3362|ECGF1|EDG-1|EDG1|S1P1,ENSG00000170989,EDG1,NCBI
HEXIM1,CLP1|EDG1|HIS1|MAQ1,ENSG00000186834,EDG1,NCBI
LPAR1,EDG2|Gpcr26|LPA1|Mrec1.3|VZG1|edg-2|rec.1.3|vzg-1,ENSG00000198121,EDG2,NCBI
BUD31,Cwc14|EDG-2|EDG2|G10|YCR063W|fSAP17,ENSG00000106245,EDG2,NCBI
HSD17B1,17-beta-HSD|20-alpha-HSD|E2DH|EDH17B2|EDHB17|HSD17|SDR28C1,ENSG00000108786,EDH17B2,NCBI
HSD17B2,EDH17B2|HSD17|SDR9C2,ENSG00000086696,EDH17B2,NCBI
HSD17B1P1,EDH17B1|EDHB17|HSD17|HSD17BP1|SDR28C1P1,,EDHB17,NCBI
HSD17B1,17-beta-HSD|20-alpha-HSD|E2DH|EDH17B2|EDHB17|HSD17|SDR28C1,ENSG00000108786,EDHB17,NCBI
SLC26A1,CAON|CAON1|EDM4|HYSULF|SAT-1|SAT1,ENSG00000145217,EDM4,NCBI
SLC26A2,D5S1708|DTD|DTDST|EDM4|MST153|MSTP157,ENSG00000155850,EDM4,NCBI
COL5A1,EDSC|EDSCL1|FMDMF,ENSG00000130635,EDSC,NCBI
COL1A1,CAFYD|EDSARTH1|EDSC|OI1|OI2|OI3|OI4,ENSG00000108821,EDSC,NCBI
COL5A2,EDSC|EDSCL2,ENSG00000204262,EDSC,NCBI
EEF1A1,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|EF1A1|EF1alpha1|GRAF-1EF|LENG7|PTI1|eEF1A-1,ENSG00000156508,EEF-1,NCBI
EEF1B2P2,BETA-3|EEF-1|EEF-1BETA5A|EEF1B|EEF1B3,ENSG00000213864,EEF-1,NCBI
EEF1A1P3,EEF1AL|EEF1AL1,ENSG00000232587,EEF1AL,NCBI
EEF1A2,DEE33|EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL,ENSG00000101210,EEF1AL,NCBI
EEF1B2P2,BETA-3|EEF-1|EEF-1BETA5A|EEF1B|EEF1B3,ENSG00000213864,EEF1B,NCBI
EEF1B2,EEF1B|EEF1B1|EF1B,ENSG00000114942,EEF1B,NCBI
EEF1B2,EEF1B|EEF1B1|EF1B,ENSG00000114942,EEF1B1,NCBI
EEF1B2P1,EEF1B1|EF1B,,EEF1B1,NCBI
SLC43A3,EEG1|ENBT1|FOAP-13|PRO1659|SEEEG-1,ENSG00000134802,EEG1,NCBI
CAPRIN2,C1QDC1|EEG-1|EEG1|RNG140,ENSG00000110888,EEG1,NCBI
EEF1A2,DEE33|EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL,ENSG00000101210,EF1A,NCBI
EEF1A1,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|EF1A1|EF1alpha1|GRAF-1EF|LENG7|PTI1|eEF1A-1,ENSG00000156508,EF1A,NCBI
EEF1B2,EEF1B|EEF1B1|EF1B,ENSG00000114942,EF1B,NCBI
EEF1B2P1,EEF1B1|EF1B,,EF1B,NCBI
BDH2,DHRS6|EFA6R|PRO20933|SDR15C1|UCPA-OR|UNQ6308,ENSG00000164039,EFA6R,NCBI
PSD3,EFA6D|EFA6R|HCA67,ENSG00000156011,EFA6R,NCBI
ELF1,EFTUD1|RIA1,ENSG00000120690,EFTUD1,NCBI
EFL1,EFTUD1|FAM42A|HsT19294|RIA1|SDS2,ENSG00000140598,EFTUD1,NCBI
KRT1,AEI2|CK1|EHK|EHK1|EPPK|K1|KRT1A|NEPPK,ENSG00000167768,EHK,NCBI
KRT10,BCIE|BIE|CK10|EHK|EHK2|EHK2A|EHK2B|IHL|K10|KPP,ENSG00000186395,EHK,NCBI
EPHA5,CEK7|EHK-1|EHK1|EK7|HEK7|TYRO4,ENSG00000145242,EHK1,NCBI
KRT1,AEI2|CK1|EHK|EHK1|EPPK|K1|KRT1A|NEPPK,ENSG00000167768,EHK1,NCBI
EPHA6,EHK-2|EHK2|EK12|EPA6|HEK12|PRO57066,ENSG00000080224,EHK2,NCBI
KRT10,BCIE|BIE|CK10|EHK|EHK2|EHK2A|EHK2B|IHL|K10|KPP,ENSG00000186395,EHK2,NCBI
EIF2S1,EIF-2|EIF-2A|EIF-2alpha|EIF2|EIF2A,ENSG00000134001,EIF-2A,NCBI
EIF2A,CDA02|EIF-2A|MST089|MSTP004|MSTP089,ENSG00000144895,EIF-2A,NCBI
EIF2B4,EIF-2B|EIF2B|EIF2Bdelta|VWM4,ENSG00000115211,EIF-2B,NCBI
EIF2B3,EIF-2B|EIF2Bgamma|VWM3,ENSG00000070785,EIF-2B,NCBI
EIF2B5,CACH|CLE|EIF-2B|EIF2Bepsilon|LVWM|VWM5,ENSG00000145191,EIF-2B,NCBI
EIF5,EIF-5|EIF-5A,ENSG00000100664,EIF-5A,NCBI
EIF5A,EIF-5A|EIF5A1|FABAS|eIF-4D|eIF5AI,ENSG00000132507,EIF-5A,NCBI
EIF1,A121|EIF-1|EIF1A|ISO1|SUI1,ENSG00000173812,EIF1A,NCBI
EIF1AX,EIF1A|EIF1AP1|EIF4C|eIF-1A|eIF-4C,ENSG00000173674,EIF1A,NCBI
EIF1AXP1,EIF1AP1,,EIF1AP1,NCBI
EIF1AX,EIF1A|EIF1AP1|EIF4C|eIF-1A|eIF-4C,ENSG00000173674,EIF1AP1,NCBI
EIF2S1,EIF-2|EIF-2A|EIF-2alpha|EIF2|EIF2A,ENSG00000134001,EIF2,NCBI
EIF2S2,EIF2|EIF2B|EIF2beta|PPP1R67|eIF-2-beta,ENSG00000125977,EIF2,NCBI
EIF2S3,EIF2|EIF2G|EIF2gamma|MEHMO|MRXSBRK|eIF-2gA|eIF2gX,ENSG00000130741,EIF2,NCBI
EIF2S2,EIF2|EIF2B|EIF2beta|PPP1R67|eIF-2-beta,ENSG00000125977,EIF2B,NCBI
EIF2B1,EIF2B|EIF2BA|EIF2Balpha|VWM1,ENSG00000111361,EIF2B,NCBI
EIF2B2,EIF-2Bbeta|EIF2B|EIF2Bbeta|VWM2,ENSG00000119718,EIF2B,NCBI
EIF2B4,EIF-2B|EIF2B|EIF2Bdelta|VWM4,ENSG00000115211,EIF2B,NCBI
EIF4A2,BM-010|DDX2B|EIF4A|EIF4F|NEDHSS|eIF-4A-II|eIF4A-II,ENSG00000156976,EIF4A,NCBI
EIF4A1,DDX2A|EIF-4A|EIF4A|eIF-4A-I|eIF4A-I,ENSG00000161960,EIF4A,NCBI
EIF4G1,EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18,ENSG00000114867,EIF4F,NCBI
EIF4E,AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F|eIF-4E,ENSG00000151247,EIF4F,NCBI
EIF4A2,BM-010|DDX2B|EIF4A|EIF4F|NEDHSS|eIF-4A-II|eIF4A-II,ENSG00000156976,EIF4F,NCBI
DEL15Q13.3,EIG7|MICRODEL15Q13.3|SCZD13,,EIG7,NCBI
EJM2,EIG7|JME,,EIG7,NCBI
RAB4B-EGLN2,EGLN2|EIT-6|EIT6|HIF-PH1|HPH-1|HPH-3|PHD1|RERT-lncRNA,,EIT-6,NCBI
EGLN2,EIT-6|EIT6|HIF-PH1|HIFPH1|HPH-1|HPH-3|PHD1,ENSG00000269858,EIT-6,NCBI
RAB4B-EGLN2,EGLN2|EIT-6|EIT6|HIF-PH1|HPH-1|HPH-3|PHD1|RERT-lncRNA,,EIT6,NCBI
EGLN2,EIT-6|EIT6|HIF-PH1|HIFPH1|HPH-1|HPH-3|PHD1,ENSG00000269858,EIT6,NCBI
GABRA1,DEE19|ECA4|EIEE19|EJM|EJM5,ENSG00000022355,EJM,NCBI
CACNB4,CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6,ENSG00000182389,EJM,NCBI
CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|FHA2|FHII|HALD2|LKPAT|clC-2,ENSG00000114859,EJM6,NCBI
CACNB4,CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6,ENSG00000182389,EJM6,NCBI
TAC4,EK|HK-1|HK1|PPT-C,ENSG00000176358,EK,NCBI
CHKA,CHK|CK|CKI|EK|NEDMIMS,ENSG00000110721,EK,NCBI
CHKB,CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC,ENSG00000100288,EK,NCBI
GJB4,CX30.3|EKV|EKVP2,ENSG00000189433,EKV,NCBI
GJB3,CX31|DFNA2|DFNA2B|EKV|EKVP1,ENSG00000188910,EKV,NCBI
EPHB1,ELK|EPHT2|Hek6|NET,ENSG00000154928,ELK,NCBI
KCNH8,ELK|ELK1|Kv12.1|elk3,ENSG00000183960,ELK,NCBI
KCNH8,ELK|ELK1|Kv12.1|elk3,ENSG00000183960,ELK1,NCBI
KCNH4,BEC2|ELK1|Kv12.3,ENSG00000089558,ELK1,NCBI
KCNH3,BEC1|ELK2|Kv12.2,ENSG00000135519,ELK2,NCBI
ELK2AP,ELK2|ELK2.1|ELK2P1,,ELK2,NCBI
ELOA3P,ELOA3|ELOA3A|ELOA3AP|HsT829|TCEB3C|TCEB3L2,,ELOA3,NCBI
ELOA3BP,ELOA3|ELOA3B|ELOA3CP|ELOA3L1|EloA3C|Elongin-A3|HsT828|TCEB3C|TCEB3CL|TCEB3L2|eloA3-like-1,ENSG00000288607,ELOA3,NCBI
ELOA3CP,ELOA3B|ELOA3C|TCEB3CL,,ELOA3B,NCBI
ELOA3BP,ELOA3|ELOA3B|ELOA3CP|ELOA3L1|EloA3C|Elongin-A3|HsT828|TCEB3C|TCEB3CL|TCEB3L2|eloA3-like-1,ENSG00000288607,ELOA3B,NCBI
MUC1,ADMCKD|ADMCKD1|ADTKD2|CA 15-3|CD227|Ca15-3|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM,ENSG00000185499,EMA,NCBI
ETFA,EMA|GA2|MADD,ENSG00000140374,EMA,NCBI
EML2,ELP70|EMAP-2|EMAP2,ENSG00000125746,EMAP-2,NCBI
EML5,EMAP-2|EMAP-5|FAP16,ENSG00000165521,EMAP-2,NCBI
AIMP1,EMAP2|EMAPII|HLD3|SCYE1|p43,ENSG00000164022,EMAP2,NCBI
EML2,ELP70|EMAP-2|EMAP2,ENSG00000125746,EMAP2,NCBI
SKP1P1,EMC19|OCP2|TCEB1L|TCEB1P|TCEB1P1,,EMC19,NCBI
SKP1,EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A,ENSG00000113558,EMC19,NCBI
SLC22A3,EMT|EMTH|OCT3,ENSG00000146477,EMT,NCBI
ITK,EMT|LPFS1|LYK|PSCTK2,ENSG00000113263,EMT,NCBI
IKZF4,EOS|ZNFN1A4,ENSG00000123411,EOS,NCBI
PRSS33,EOS,ENSG00000103355,EOS,NCBI
DBI,ACBD1|ACBP|CCK-RP|EP,ENSG00000155368,EP,NCBI
EPO,DBAL|ECYT5|EP|MVCD2,ENSG00000130427,EP,NCBI
SPAG11B,EDDM2B|EP2|EP2C|EP2D|HE2|HE2C|SPAG11|SPAG11A,ENSG00000164871,EP2,NCBI
PTGER2,EP2,ENSG00000125384,EP2,NCBI
RAPGEF3,CAMP-GEFI|EPAC|EPAC1|HSU79275|bcm910,ENSG00000079337,EPAC,NCBI
RAPGEF4,CAMP-GEFII|CGEF2|EPAC|EPAC 2|EPAC2|Nbla00496,ENSG00000091428,EPAC,NCBI
HSPE1P28,EPF5,ENSG00000230081,EPF5,NCBI
UBE2S,E2-EPF|E2EPF|EPF5,ENSG00000108106,EPF5,NCBI
TIMP1,CLGI|EPA|EPO|HCI|TIMP|TIMP-1,ENSG00000102265,EPO,NCBI
EPX,EPO|EPP|EPX-PEN|EPXD,ENSG00000121053,EPO,NCBI
EPX,EPO|EPP|EPX-PEN|EPXD,ENSG00000121053,EPP,NCBI
FECH,EPP|EPP1|FCE,ENSG00000066926,EPP,NCBI
KRT9,CK-9|EPPK|EPPK1|K9,ENSG00000171403,EPPK,NCBI
KRT1,AEI2|CK1|EHK|EHK1|EPPK|K1|KRT1A|NEPPK,ENSG00000167768,EPPK,NCBI
BIRC5,API4|EPR-1,ENSG00000089685,EPR-1,NCBI
ELF3,EPR-1|ERT|ESE-1|ESX,ENSG00000163435,EPR-1,NCBI
PIEZO1,DHS|ER|FAM38A|LMPH3|LMPHM6|Mib,ENSG00000103335,ER,NCBI
EREG,EPR|ER|Ep,ENSG00000124882,ER,NCBI
ESR1,ER|ESR|ESRA|ESTRR|Era|NR3A1,ENSG00000091831,ER,NCBI
TFAP2C,AP2-GAMMA|ERF1|TFAP2G|hAP-2g,ENSG00000087510,ERF1,NCBI
ZFP36L1,BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1,ENSG00000185650,ERF1,NCBI
ETF1,D5S1995|ERF|ERF1|RF1|SUP45L1|TB3-1,ENSG00000120705,ERF1,NCBI
CUZD1,ERG-1|ERG1|ITMAP1|UO-44,ENSG00000138161,ERG-1,NCBI
KCNH2,ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1,ENSG00000055118,ERG-1,NCBI
KCNH2,ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1,ENSG00000055118,ERG1,NCBI
CUZD1,ERG-1|ERG1|ITMAP1|UO-44,ENSG00000138161,ERG1,NCBI
KCNH7,ERG3|HERG3|Kv11.3,ENSG00000184611,ERG3,NCBI
SC5D,ERG3|S5DES|SC5DL,ENSG00000109929,ERG3,NCBI
STING1,ERIS|MITA|MPYS|NET23|SAVI|STING|STING-beta|TMEM173|hMITA|hSTING,ENSG00000184584,ERIS,NCBI
CISD2,ERIS|Miner1|NAF-1|WFS2|ZCD2,ENSG00000145354,ERIS,NCBI
EPHB2,BDPLT22|CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5,ENSG00000133216,ERK,NCBI
MAPK1,ERK|ERK-2|ERK2|ERT1|MAPK2|NS13|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK,ENSG00000100030,ERK,NCBI
MAPK12,ERK-6|ERK3|ERK6|MAPK 12|P38GAMMA|PRKM12|SAPK-3|SAPK3,ENSG00000188130,ERK3,NCBI
MAPK6,ERK3|HsT17250|PRKM6|p97MAPK,ENSG00000069956,ERK3,NCBI
MAPK4,ERK-4|ERK4|PRKM4|p63-MAPK|p63MAPK,ENSG00000141639,ERK4,NCBI
MAPK7,BMK1|ERK4|ERK5|PRKM7,ENSG00000166484,ERK4,NCBI
FBXO43,EMI2|ERP1|FBX43|OOMD12|OZEMA12|SPGF64,ENSG00000156509,ERP1,NCBI
ZNF471,ERP1|Z1971|Zfp78,ENSG00000196263,ERP1,NCBI
CMKLR1,CHEMERINR|ChemR23|DEZ|ERV1|RVER1,ENSG00000174600,ERV1,NCBI
GFER,ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS|MMCHD|MPMCD,ENSG00000127554,ERV1,NCBI
ERV3-1,ERV-R|ERV3|ERVR|HERV-R|HERVR|envR,ENSG00000213462,ERVR,NCBI
VCAN,CSPG2|ERVR|GHAP|PG-M|WGN|WGN1,ENSG00000038427,ERVR,NCBI
PDIA3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,ENSG00000167004,ERp60,NCBI
PDIA3P1,ERp60|GRP58P|PDIA3P,,ERp60,NCBI
PON1,ESA|MVCD5|PON,ENSG00000005421,ESA,NCBI
EPCAM,Ber-Ep4|BerEp4|DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|LYNCH8|M4S1|MIC18|MK-1|MOC-31|TACSTD1|TROP1,ENSG00000119888,ESA,NCBI
FLOT2,ECS-1|ECS1|ESA|ESA1|M17S1,ENSG00000132589,ESA,NCBI
KAT5,ESA1|HTATIP|HTATIP1|NEDFASB|PLIP|TIP|TIP60|ZC2HC5|cPLA2,ENSG00000172977,ESA1,NCBI
FLOT2,ECS-1|ECS1|ESA|ESA1|M17S1,ENSG00000132589,ESA1,NCBI
SGCE,DYT11|ESG|epsilon-SG,ENSG00000127990,ESG,NCBI
TLE2,ESG|ESG2|GRG2,ENSG00000065717,ESG,NCBI
TLE4,BCE-1|BCE1|E(spI)|E(spl)|ESG|ESG4|GRG4|Grg-4,ENSG00000106829,ESG,NCBI
TLE1,ESG|ESG1|GRG1|TLE-1,ENSG00000196781,ESG,NCBI
TLE3,ESG|ESG3|GRG3|HsT18976,ENSG00000140332,ESG,NCBI
TLE1,ESG|ESG1|GRG1|TLE-1,ENSG00000196781,ESG1,NCBI
DPPA5,ESG1,ENSG00000203909,ESG1,NCBI
ESCO1,A930014I12Rik|CTF|ECO1|EFO1|ESO1,ENSG00000141446,ESO1,NCBI
CTAG1B,CT6.1|CTAG|CTAG1|ESO1|LAGE-2|LAGE2B|NY-ESO-1,ENSG00000184033,ESO1,NCBI
CTAG1A,CT6.1|ESO1|LAGE-2|LAGE2A|NY-ESO-1,ENSG00000268651,ESO1,NCBI
PTPRVP,ESP|OST-PTP|PTPRV,ENSG00000293457,ESP,NCBI
SPESP1,ESP|SP-ESP,ENSG00000258484,ESP,NCBI
PRSS21,ESP-1|ESP1|TEST1|TESTISIN,ENSG00000007038,ESP1,NCBI
TLE5,AES|AES-1|AES-2|ESP1|GRG|GRG5|Grg-5,ENSG00000104964,ESP1,NCBI
ESPL1,ESP1|SEPA,ENSG00000135476,ESP1,NCBI
CRIP2,CRIP|CRP2|ESP1,ENSG00000182809,ESP1,NCBI
SULT1E1,EST|EST-1|ST1E1|STE,ENSG00000109193,EST,NCBI
MAP3K8,AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT,ENSG00000107968,EST,NCBI
PCYT2,ET|SPG82,ENSG00000185813,ET,NCBI
MFSD11,ET,ENSG00000092931,ET,NCBI
EPHA3,EK4|ETK|ETK1|HEK|HEK4|TYRO4,ENSG00000044524,ETK,NCBI
BMX,ETK|PSCTK2|PSCTK3,ENSG00000102010,ETK,NCBI
LGI1,ADLTE|ADPAEF|ADPEAF|EPITEMPIN|EPT|ETL1|IB1099,ENSG00000108231,ETL1,NCBI
SMARCAD1,ADERM|BASNS|ETL1|HEL1|HRZ|TYS,ENSG00000163104,ETL1,NCBI
SLC26A4,DFNB4|EVA|PDS|TDH2B,ENSG00000091137,EVA,NCBI
MPZL2,DFNB111|EVA|EVA1,ENSG00000149573,EVA,NCBI
FZD4,CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4,ENSG00000174804,EVR1,NCBI
LRP5,BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2,ENSG00000162337,EVR1,NCBI
